system:index,B1,B10,B11,B2,B3,B4,B5,B6,B7,B8,B9,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
1_00000000000000000020,35,201,197,30,25,22,55,40,27,27,0,1,3,28,450,-40,8,-8,-55,4,-17,0,-15,-951,20,24,-10,-10,-19,16,2,13,1576,-17,4,-17,-97,3,-51,-4,2.1332834,374.625,0.14500111,101424.0,0.01237,152.375,291.99,4.4699974,"{""type"":""Point"",""coordinates"":[121.52737248568538,28.514818625118817]}"
1_0000000000000000002c,35,196,193,29,26,25,66,57,37,26,0,1,43,31,1826,-150,2,-26,-42,-4,1,-4,-12,-1441,92,28,-6,25,17,-10,4,18,1771,-94,-28,0,-66,32,-43,-5,3.6685889,376.875,0.21375111,100945.0,0.0126055,145.0,292.37,1.9449973,"{""type"":""Point"",""coordinates"":[115.49096253480617,28.65657344760786]}"
1_0000000000000000002f,44,203,200,40,32,30,45,52,47,32,0,1,22,18,9,-52,0,8,-18,2,3,0,-8,61,55,-4,-1,17,21,-6,0,10,155,-30,-6,6,-8,7,-3,0,2.133934,375.75,0.1875011,101423.0,0.0118235,154.0,292.645,1.7739973,"{""type"":""Point"",""coordinates"":[115.86609778823049,28.645791341260633]}"
1_00000000000000000036,41,203,200,37,35,34,66,61,47,36,0,1,22,27,618,-125,3,-3,-30,2,16,-1,-11,-246,67,23,-9,-5,36,-9,0,15,826,-87,3,-18,-44,18,2,-2,3.6699195,374.125,0.19625112,101259.0,0.010628501,154.75,292.78497,1.6619973,"{""type"":""Point"",""coordinates"":[116.695869607761,28.70777730500458]}"
1_00000000000000000037,39,202,200,34,33,36,68,62,48,31,0,1,46,26,926,-93,15,13,-31,-17,6,-2,-11,-1371,52,24,-17,16,67,24,4,16,629,-72,21,-19,-44,29,0,-1,12.67778,370.375,0.20000112,100292.0,0.0099015,153.5,292.305,1.5989972,"{""type"":""Point"",""coordinates"":[116.79908887894615,28.647409994943025]}"
1_00000000000000000039,36,201,199,33,31,30,66,53,40,27,0,1,69,32,209,-119,16,0,-20,-13,9,0,-13,-642,37,4,-10,-10,57,23,1,19,513,-84,17,-27,-39,18,1,0,1.4061083,370.875,0.21250111,100284.0,0.009969501,151.125,292.255,1.2939973,"{""type"":""Point"",""coordinates"":[117.02869691039015,28.681633595528226]}"
1_0000000000000000007a,40,202,200,36,31,28,64,59,48,31,0,1,25,33,723,-94,-20,21,-37,17,-5,-1,-11,-95,44,14,-11,-30,1,-19,0,19,496,-60,-26,4,-60,13,-28,0,2.814959,374.875,0.22625111,101222.0,0.010701001,149.125,292.685,1.0809972,"{""type"":""Point"",""coordinates"":[117.24186869535117,28.972148488261286]}"
1_00000000000000000088,39,202,199,31,28,27,42,46,40,28,0,1,70,19,464,-61,17,5,-6,-7,5,0,-12,366,23,-61,4,-25,3,-26,-1,10,75,-50,-26,12,-33,6,-13,0,2.7802885,371.875,0.16625112,100800.0,0.011440501,152.5,292.01498,2.6359973,"{""type"":""Point"",""coordinates"":[118.85182713069786,28.938464438903544]}"
1_00000000000000000092,42,194,192,36,30,27,39,26,18,28,0,1,89,18,-215,-40,7,1,-6,-11,4,1,-18,-191,15,-21,16,17,-39,-19,0,8,-218,-37,1,-8,-6,-12,-15,1,3.3071375,367.375,0.16500111,99148.0,0.010264,151.0,291.34497,1.4409972,"{""type"":""Point"",""coordinates"":[120.02305015429485,28.898849785144737]}"
1_00000000000000000093,40,196,194,35,28,27,39,32,29,27,0,1,106,17,-840,-55,17,3,-3,-8,35,3,-13,-158,35,-40,19,14,-47,-1,0,8,-510,-45,-10,3,-2,-2,-4,2,1.4074099,367.375,0.16500111,99148.0,0.010264,151.0,291.34497,1.4409972,"{""type"":""Point"",""coordinates"":[120.08368946952068,28.85249297059311]}"
