system:index,B1,B2,B3,B4,B5,B6,B7,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
1_00000000000000000009,30,28,31,55,65,195,48,1,794,19,-47,-70,27,-6,-36,2,5,1,-5,-289,87,-22,10,94,-38,44,1,15,158,-5,0,0,7,-33,30,0,8.959446,364.41666,0.18416777,88634.0,0.012436334,177.16667,291.51334,0.6273305,"{""type"":""Point"",""coordinates"":[101.54353655017918,21.721668011762496]}"
1_0000000000000000000b,36,35,38,47,53,203,44,1,1178,10,40,-36,7,-7,-42,2,-15,0,-2,433,-31,29,-18,65,-42,54,-2,9,439,-89,28,-20,-26,-2,2,-1,1.3636674,361.5,0.120001115,88380.0,0.012009667,192.83333,291.98334,0.63266385,"{""type"":""Point"",""coordinates"":[100.4496610934552,21.956667096380144]}"
1_0000000000000000000e,29,29,32,51,66,196,48,1,767,18,-239,156,-188,48,-59,-31,39,2,-2,302,29,4,-71,113,-52,36,-2,14,-163,0,-86,-19,0,-70,64,2,8.000972,372.41666,0.20666778,90437.336,0.013145334,175.91667,292.69333,0.5793305,"{""type"":""Point"",""coordinates"":[101.42900453962143,21.949389843460924]}"
1_0000000000000000001d,31,30,30,39,49,193,41,1,959,12,493,-53,-32,4,-84,31,-7,-2,-1,317,88,-35,-31,69,-50,9,-2,10,445,-19,-41,-24,-28,-27,8,-1,0.92740995,357.75,0.15500112,88313.336,0.011797334,199.41667,291.87,0.88666385,"{""type"":""Point"",""coordinates"":[99.58835451127476,22.325064648112683]}"
1_0000000000000000002e,33,30,27,50,34,193,21,1,105,11,-309,-96,-32,-20,-97,-10,29,3,-12,-385,36,0,-14,26,-11,-28,1,7,-177,-74,-28,-10,-90,-2,4,2,8.348003,409.25,0.23833445,98848.664,0.016478,138.16667,296.3333,1.458664,"{""type"":""Point"",""coordinates"":[103.95659246255458,22.51398338244402]}"
1_00000000000000000034,29,27,28,51,53,195,38,1,1316,16,1271,-62,8,-23,-44,5,15,-7,-4,384,54,-1,-25,96,17,11,-2,14,1737,-71,16,-31,-52,17,17,-9,5.5157037,352.0,0.18250112,85067.336,0.011353,184.75,290.41333,0.7773305,"{""type"":""Point"",""coordinates"":[100.98191277249767,22.768116469682013]}"
1_00000000000000000040,37,37,37,48,40,197,33,1,1300,9,-56,11,-17,-5,-17,7,-1,1,-6,-92,40,-11,-48,24,10,1,0,8,433,9,-21,-5,-19,13,-1,-2,1.3680393,360.25,0.17416778,86980.664,0.012,186.25,291.75333,0.77599716,"{""type"":""Point"",""coordinates"":[100.94984291772128,22.783478072811135]}"
1_00000000000000000049,27,23,18,30,30,188,19,1,1055,17,517,-71,-23,32,-8,-60,19,-2,-16,1220,22,-78,28,11,14,-14,-9,12,299,-40,-9,60,0,-38,-17,0,27.055182,391.41666,0.20250112,94371.336,0.014901001,147.58333,294.19666,1.7306639,"{""type"":""Point"",""coordinates"":[103.63400771504514,22.905559341452374]}"
1_0000000000000000005a,29,26,25,37,42,190,32,1,1509,11,594,-83,30,1,-25,-6,-49,-2,-12,313,83,14,38,21,0,-21,-2,8,499,-28,18,33,12,-24,-36,-2,5.0238414,393.08334,0.18333445,94694.664,0.015057334,151.0,294.60333,1.7953306,"{""type"":""Point"",""coordinates"":[103.69734032730723,22.96808039732274]}"
1_0000000000000000005c,27,23,21,35,31,191,22,1,1350,11,668,-108,15,12,-13,-9,-10,-3,-9,-698,50,-1,-12,52,-19,-10,3,8,738,-73,17,17,14,-50,7,-3,7.020411,359.25,0.15583445,86165.336,0.011627667,155.33333,289.91333,1.8699973,"{""type"":""Point"",""coordinates"":[104.30343471979475,23.05027500704091]}"
1_0000000000000000005d,34,29,26,30,19,192,13,1,1077,8,278,-110,42,15,-37,-10,1,0,-11,-374,37,23,-4,13,4,-11,1,5,224,-90,26,15,-27,-12,15,0,10.839194,360.25,0.16166778,86319.336,0.011505,151.0,289.85666,1.754664,"{""type"":""Point"",""coordinates"":[104.73004137667897,23.068334366307365]}"
1_00000000000000000069,28,22,21,33,30,186,19,1,1380,10,379,-56,23,-22,-35,-44,15,-1,-10,234,50,-2,-41,9,-42,18,-2,7,-12,3,11,-13,-33,-60,27,1,11.38155,382.58334,0.13916779,92805.336,0.013546334,174.25,294.49332,2.7319973,"{""type"":""Point"",""coordinates"":[102.87511330675919,23.100404221083746]}"
1_0000000000000000006c,29,28,28,43,52,194,40,1,1485,10,165,-28,11,6,-29,4,-13,0,-4,-66,54,13,-5,54,-26,-25,0,8,213,-27,18,9,-13,-7,-24,0,20.73641,345.0,0.124167785,83164.0,0.010696334,172.33333,288.69666,2.7933307,"{""type"":""Point"",""coordinates"":[103.51974325055059,23.19661378541289]}"
1_0000000000000000006e,27,24,22,40,43,194,29,1,1517,11,-17,-51,24,-43,18,-75,-2,1,-9,261,56,-18,-23,56,-4,-34,-2,10,177,-25,39,-23,29,-92,-24,0,6.1228857,353.08334,0.14166778,84861.336,0.011128,160.75,289.25333,2.0386639,"{""type"":""Point"",""coordinates"":[104.23255730855024,23.112800522012325]}"
1_0000000000000000007e,30,28,27,31,29,185,24,1,1752,5,-82,-59,32,-2,-20,15,-7,1,-5,-296,27,-17,8,13,-28,7,1,5,-132,-53,37,-10,-10,-1,-4,1,13.866217,336.16666,0.108334444,81948.0,0.009457667,182.16667,288.16666,3.160664,"{""type"":""Point"",""coordinates"":[103.15753939018128,23.352111557348664]}"
1_00000000000000000089,36,33,32,38,50,198,46,1,1023,7,20,-22,-16,9,-33,-2,34,0,0,587,44,79,-45,25,-40,-46,-3,6,187,-14,10,-1,-6,-14,15,0,2.2238295,353.91666,0.14666778,86390.664,0.0115226675,194.16667,291.3633,0.82066387,"{""type"":""Point"",""coordinates"":[99.8230860498292,23.477965225481118]}"
