system:index,B1,B2,B3,B4,B5,B6,B7,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
1_00000000000000000037,28,27,28,40,53,182,42,1,3048,11,108,-76,30,0,-49,56,-18,0,-3,-268,47,37,-10,18,-14,45,1,10,-121,-97,54,-14,-53,65,-24,1,18.679794,235.5,0.051667783,65750.0,0.0033786672,184.5,270.27,2.1146638,"{""type"":""Point"",""coordinates"":[101.96960811493699,37.31758798304002]}"
1_0000000000000000004a,38,36,37,48,49,203,45,1,1045,4,-31,-28,-5,8,-15,11,10,0,-3,1251,78,-2,-7,29,-35,5,-6,4,103,-25,-12,10,-18,6,17,0,9.228245,292.66666,0.04583445,89076.664,0.0052420003,184.66667,283.37,2.098664,"{""type"":""Point"",""coordinates"":[109.69197741951774,37.147807710430065]}"
1_00000000000000000053,47,53,60,75,83,208,75,1,1376,7,-5637,958,4344,-348,9208,-972,-946,0,1,-32768,9620,25124,-2831,32767,-8892,-5217,0,5,-9368,1891,7055,-637,15059,-1851,-1533,0,2.338474,301.0,0.0033344508,86234.0,0.0047810003,202.0,286.56332,1.7786639,"{""type"":""Point"",""coordinates"":[78.36862075049235,37.551779970366994]}"
1_00000000000000000090,46,55,68,78,97,206,85,1,1368,6,-54,14,2,3,-12,-1,3,0,7,385,31,7,-3,-30,-8,26,-1,6,-50,13,0,4,-16,-2,6,0,4.6273675,287.83334,0.024167784,85744.664,0.0048023337,198.83333,283.51,2.7833307,"{""type"":""Point"",""coordinates"":[104.92919820702903,37.43994125684553]}"
1_0000000000000000009e,44,48,57,64,68,203,64,1,688,4,88,-10,0,6,-5,3,3,0,-4,612,-8,-34,-4,0,-11,-60,-3,3,127,-10,-3,7,-7,3,0,0,12.098643,308.0,0.042501114,92678.0,0.0061160005,172.0,285.03665,2.488664,"{""type"":""Point"",""coordinates"":[110.74031207718286,37.45557040603785]}"
1_000000000000000000e0,42,49,56,76,84,202,71,1,1787,11,-98,-45,23,6,-11,-10,18,1,-3,1249,34,-54,4,-22,45,-12,-6,9,92,-44,16,3,-18,-2,15,0,2.5193825,277.91666,0.029167784,81708.0,0.0048623336,197.16667,281.42334,3.168664,"{""type"":""Point"",""coordinates"":[102.79911238840425,37.69191613917364]}"
1_00000000000000000135,40,48,56,77,84,205,72,1,1184,9,269,-22,7,10,-22,13,2,0,0,-839,18,14,3,31,-18,2,4,9,354,-32,7,17,-30,21,-3,-1,4.38231,284.58334,0.034167785,87488.664,0.0046923338,186.75,282.35666,2.3493307,"{""type"":""Point"",""coordinates"":[109.06109042517305,37.83124521068961]}"
1_00000000000000000136,44,56,68,81,97,208,95,1,1108,7,223,4,7,4,-2,3,2,0,3,273,21,32,-1,4,2,12,-1,6,269,2,10,4,-1,3,1,-1,13.198785,286.83334,0.035001118,88208.0,0.004765667,186.41667,282.79333,2.3299973,"{""type"":""Point"",""coordinates"":[109.2761484098797,37.96734143394183]}"
1_00000000000000000182,41,47,54,65,76,205,69,1,1093,7,163,-16,3,-2,-12,4,1,0,0,1232,62,27,-17,23,-7,-4,-6,6,399,-12,9,-2,-7,2,0,-1,3.6449373,293.83334,0.045001116,88698.664,0.005118667,175.91667,282.88333,2.016664,"{""type"":""Point"",""coordinates"":[109.77579068291831,38.24949997130073]}"
1_00000000000000000189,43,46,51,62,66,204,55,1,1228,5,619,-47,-43,5,-20,-18,44,-2,-6,-918,96,-105,62,-50,-26,-84,4,4,630,-29,-72,16,-33,-19,47,-2,3.6656797,304.5,0.0033344508,87958.664,0.0060363337,196.58333,285.61334,1.0206639,"{""type"":""Point"",""coordinates"":[77.26611693322997,38.42278509733869]}"
