system:index,B1,B2,B3,B4,B5,B6,B7,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
1_00000000000000000001,31,28,24,61,47,197,27,1,105,28,-8,-163,12,9,-61,4,52,1,-11,319,93,12,-21,-25,8,4,-1,24,-518,-170,17,-2,-84,-5,55,3,5.578338,372.25,0.19083445,99528.664,0.010871001,147.75,291.93332,1.6493306,"{""type"":""Point"",""coordinates"":[117.93500919950304,28.554165732814425]}"
1_0000000000000000001c,33,28,23,42,33,192,21,1,12,15,-1360,-48,17,-32,-25,-16,-20,6,-15,-209,66,-32,-24,29,-21,8,0,12,-905,-27,45,-35,-4,-13,-14,4,2.1123946,365.66666,0.23500112,100038.664,0.010468334,158.91667,291.29333,1.2179972,"{""type"":""Point"",""coordinates"":[121.07354301686985,28.6285435383859]}"
1_0000000000000000001e,37,30,26,31,29,192,25,1,9,9,-282,-46,-9,3,-1,2,-11,1,-13,155,47,17,7,52,-38,29,-1,7,-466,-32,7,5,2,-2,-6,2,0.0,368.58334,0.21833445,101232.0,0.010558668,160.16667,291.87665,1.6086639,"{""type"":""Point"",""coordinates"":[121.25599159557264,28.602404288010604]}"
1_0000000000000000001f,36,31,27,35,27,196,23,1,9,6,150,-28,-26,-13,-19,-1,-5,0,-13,-331,44,2,5,63,-10,19,1,5,-26,-23,-13,-2,-15,-4,-3,0,2.303842,368.25,0.19250111,101217.336,0.010831667,160.83333,291.72665,3.478664,"{""type"":""Point"",""coordinates"":[121.3961277643793,28.474124868905072]}"
1_00000000000000000020,33,31,28,44,38,195,28,1,3,12,-96,-3,-15,-17,-39,12,7,1,-13,550,47,-12,5,43,-20,13,-2,10,25,-2,-10,-1,-40,16,6,0,2.1332834,368.25,0.19833444,101268.0,0.010617333,160.0,291.77667,2.8713307,"{""type"":""Point"",""coordinates"":[121.52737248568538,28.514818625118817]}"
1_0000000000000000002b,41,39,37,57,51,201,38,1,46,12,990,-90,-10,-30,-73,22,0,-3,-9,-1345,31,0,-15,16,-5,6,5,9,777,-74,-14,-31,-63,10,0,-2,2.1342168,372.58334,0.20500112,100366.664,0.011340334,146.16667,292.02332,1.8506639,"{""type"":""Point"",""coordinates"":[115.37804471882978,28.702386251830962]}"
1_0000000000000000002c,32,32,31,60,54,200,37,1,43,23,-912,-149,10,-14,-64,35,21,4,-8,-1118,81,-27,-20,-28,-15,-26,4,17,-1034,-124,-5,-13,-56,25,24,5,3.6685889,374.25,0.20333445,100756.664,0.011416667,146.41667,292.30667,1.9606639,"{""type"":""Point"",""coordinates"":[115.49096253480617,28.65657344760786]}"
1_0000000000000000002f,45,46,48,56,51,200,39,1,21,8,2478,-76,-7,6,-43,18,17,-10,-9,-1440,42,-21,7,43,-5,20,6,6,2260,-66,-9,1,-41,13,16,-9,1.4061925,372.75,0.18166777,100888.664,0.011182667,149.75,292.23334,2.332664,"{""type"":""Point"",""coordinates"":[115.85342948213766,28.69268324793867]}"
1_00000000000000000036,34,34,29,61,47,200,30,1,22,18,728,-112,-18,15,-56,-4,26,-2,-12,447,87,-40,6,24,-2,2,-2,14,-8,-91,-36,2,-63,4,29,0,3.6699195,372.5,0.14333445,101150.0,0.010684,149.08333,292.12665,1.7853305,"{""type"":""Point"",""coordinates"":[116.695869607761,28.70777730500458]}"
1_00000000000000000037,27,24,19,54,41,198,24,1,46,25,129,-92,-9,8,-98,-7,19,0,-14,314,99,-33,0,15,0,-14,-1,21,-436,-89,-32,-5,-116,5,23,3,12.67778,370.41666,0.15416779,100227.336,0.010517,148.0,291.74,1.6319972,"{""type"":""Point"",""coordinates"":[116.79908887894615,28.647409994943025]}"
1_00000000000000000039,33,31,28,55,47,200,33,1,69,20,614,-116,0,12,-40,0,0,-1,-12,456,88,-26,-18,-29,2,-16,-2,17,222,-102,-5,0,-53,7,5,0,1.4061083,370.66666,0.15916778,100154.664,0.0105736675,148.0,291.79333,1.3233305,"{""type"":""Point"",""coordinates"":[117.02869691039015,28.681633595528226]}"
1_00000000000000000051,31,25,21,31,27,197,24,1,208,11,-1524,-68,-7,6,-14,2,9,7,-10,-2026,14,-3,-48,20,-28,-19,8,10,-1014,-77,-6,20,-20,-21,-3,5,3.8517568,359.25,0.15666778,97051.336,0.009189667,152.83333,290.3033,1.4519973,"{""type"":""Point"",""coordinates"":[119.90797859250965,28.649835745916103]}"
1_00000000000000000052,37,31,27,31,27,197,22,1,162,9,-462,-75,-7,11,-3,-3,8,2,-8,-1454,9,-28,-17,17,3,29,5,7,-152,-65,-1,8,4,-13,5,1,2.3070674,363.75,0.16750112,98456.0,0.009577334,153.08333,290.96667,1.1926639,"{""type"":""Point"",""coordinates"":[120.0712931685921,28.65010329197931]}"
1_0000000000000000005d,36,30,28,29,27,198,24,1,12,3,88,-33,-17,0,10,-7,-18,0,-12,-1055,-24,-34,-40,46,-20,17,4,3,-71,-36,-15,-5,5,-8,-8,0,0.0,368.58334,0.21833445,101232.0,0.010558668,160.16667,291.87665,1.6086639,"{""type"":""Point"",""coordinates"":[121.25814534138146,28.644444692742493]}"
1_0000000000000000007a,32,30,27,51,40,199,28,1,25,19,79,-83,-22,1,-50,28,-17,0,-11,130,62,6,-13,-15,-27,-5,0,16,-99,-80,-35,14,-65,21,-3,1,2.814959,373.0,0.16333444,101018.0,0.010757334,148.83333,292.23666,1.1446639,"{""type"":""Point"",""coordinates"":[117.24186869535117,28.972148488261286]}"
1_00000000000000000085,38,36,35,57,52,201,39,1,107,15,513,-60,0,8,-25,-16,-7,-1,-2,-83,47,3,-19,-12,-1,8,0,13,118,-61,2,8,-42,-16,-5,0,4.2313952,365.75,0.16583444,100076.664,0.010394,155.83333,291.24667,2.3533306,"{""type"":""Point"",""coordinates"":[118.49744453357627,28.93415248818487]}"
1_00000000000000000088,37,32,30,39,38,200,33,1,65,9,95,-58,0,2,-10,-6,-5,0,-6,-1597,8,-12,-6,-10,11,25,6,7,141,-56,-4,8,-14,-11,6,0,1.4083743,366.75,0.15583445,100570.0,0.010570333,159.25,291.53333,2.8459973,"{""type"":""Point"",""coordinates"":[118.87715928378245,28.97807909266236]}"
1_00000000000000000089,36,30,28,39,35,199,27,1,69,11,-171,-65,-16,8,-13,-6,-6,1,-8,-1455,17,-18,-30,-8,1,1,6,9,-266,-64,-13,9,-22,-11,7,1,1.8543341,366.75,0.15583445,100570.0,0.010570333,159.25,291.53333,2.8459973,"{""type"":""Point"",""coordinates"":[118.90922913855887,28.945202140595303]}"
1_00000000000000000091,39,35,36,42,36,201,30,1,89,8,-396,-66,-3,-6,-21,-4,-11,2,-6,-2966,-15,-37,-6,31,-67,5,12,6,-270,-59,-11,9,-11,-10,-1,1,7.1901946,368.33334,0.15666777,100103.336,0.009864334,154.91667,291.81332,1.4713305,"{""type"":""Point"",""coordinates"":[119.943548841613,28.865700827913425]}"
1_00000000000000000092,42,39,39,44,36,199,30,1,94,8,278,-69,1,2,-14,-12,0,0,-4,-1224,17,-49,-29,14,-5,7,5,6,408,-61,0,4,-6,-16,6,-1,2.117646,364.25,0.16166778,99014.664,0.009644333,154.91667,291.15668,1.3493305,"{""type"":""Point"",""coordinates"":[120.04946140983441,28.888067678797498]}"
1_00000000000000000093,34,29,28,30,28,198,25,1,106,7,-554,-66,-6,-12,-6,-6,-1,2,-14,-438,17,-25,-12,31,-24,1,1,6,-386,-72,-1,-6,4,-14,4,1,1.4074099,364.25,0.16166778,99014.664,0.009644333,154.91667,291.15668,1.3493305,"{""type"":""Point"",""coordinates"":[120.08368946952068,28.85249297059311]}"
1_0000000000000000009a,32,28,26,39,41,199,33,1,28,12,-963,-43,-4,9,0,-28,38,4,-11,-286,91,-5,5,41,-9,33,0,9,-1156,-29,4,7,10,-15,37,5,3.1747224,367.41666,0.22416778,100563.336,0.010530334,158.83333,291.59998,0.9573305,"{""type"":""Point"",""coordinates"":[120.946070695055,28.889953878543107]}"
1_0000000000000000009b,36,30,27,33,29,193,24,1,15,7,-356,-31,10,-2,-7,-14,2,1,-15,-1738,31,-11,-3,39,-56,46,7,6,-384,-21,14,4,0,-10,6,1,2.1349585,369.0,0.22333445,101244.0,0.010608001,160.0,291.93332,1.1153306,"{""type"":""Point"",""coordinates"":[121.13040547350342,28.8503392247843]}"
